,time,ground_force1_pt1y,ground_force1_pt1x,ground_force2_pt1y,ground_force2_pt1x,ground_force1_pt2x,ground_force1_pt2y,ground_force1_pt2z,ground_force2_pt2x,ground_force2_pt2y,ground_force2_pt2z
743,0.743,0.352663,-1.088437,0.351568,-0.74847,21.154467803754677,5.602690237350982,478.8055016857576,-22.29309315231154,-3.1601388543172417,399.7374587019048
744,0.744,0.352873,-1.088314,0.351231,-0.748229,21.15643463413188,5.621598511949612,479.1308673049383,-22.227809810519073,-3.203291737844638,399.72884451380366
745,0.745,0.352804,-1.088106,0.352566,-0.747779,21.158791306899463,5.640125178788577,479.4533261756605,-22.162452003529104,-3.2455562857703626,399.722203859298
746,0.746,0.353066,-1.0877,0.351876,-0.749296,21.161640500161603,5.65889185483726,479.772912365287,-22.099198470603824,-3.290602494691997,399.7175735040191
747,0.747,0.353162,-1.087257,0.352742,-0.750034,21.164810459461158,5.677412732776574,480.0896610281414,-22.035306312446394,-3.33482186529668,399.7149882911413
748,0.748,0.353237,-1.087546,0.351958,-0.747723,21.167521003592764,5.695843575587758,480.4036083666945,-21.968508987778737,-3.3813924306135794,399.7144811141512
749,0.749,0.352738,-1.086724,0.352705,-0.748847,21.17160353086417,5.713641711975049,480.71479159274,-21.90529430917942,-3.4271047846611196,399.71608289262593
750,0.75,0.352711,-1.087876,0.352274,-0.748472,21.173961025797357,5.731863032617486,481.0232488885988,-21.84073243819146,-3.4746391114516753,399.71982255103416
751,0.751,0.352711,-1.088301,0.352377,-0.748339,21.177282066261103,5.750071987243404,481.3290193683919,-21.776568879711064,-3.5222542143167432,399.72572700056793
752,0.752,0.352707,-1.087829,0.353496,-0.750915,21.18172383102609,5.768246582519321,481.6321430394168,-21.71527547566965,-3.569438545515969,399.7338211240092
753,0.753,0.353017,-1.088876,0.352236,-0.750079,21.184857107733517,5.786713380742991,481.9326607636596,-21.650736398022808,-3.619557236093968,399.7441277636269
754,0.754,0.35339,-1.08823,0.353004,-0.749573,21.189880301267422,5.805229499328489,482.230614219471,-21.586699141061022,-3.668173125949403,399.7566677120974
755,0.755,0.35302,-1.088183,0.352497,-0.748589,21.19448744252065,5.822996611069413,482.52604586343625,-21.52236151305859,-3.7185587940813982,399.7714597064331
756,0.756,0.352706,-1.08888,0.353129,-0.748832,21.19851919754377,5.840820945164452,482.8189988924597,-21.459434627278483,-3.768269588978919,399.7885204249002
757,0.757,0.35278,-1.088788,0.352904,-0.748517,21.20349387706619,5.8590412889880765,483.1095172060885,-21.396139892352064,-3.81927065911921,399.8078644868971
758,0.758,0.353014,-1.088347,0.352883,-0.748302,21.208956446378142,5.877435990587533,483.3976453690927,-21.333142002054164,-3.870469983541915,399.82950445576336
759,0.759,0.352836,-1.088704,0.353189,-0.749029,21.21374453556241,5.895438961885994,483.6834285743203,-21.27128992449485,-3.9217134024659326,399.8534508444816
760,0.76,0.353219,-1.088442,0.353001,-0.749328,21.219259450064328,5.914028682570211,483.9669126058423,-21.20922089075036,-3.973790647916518,399.8797121242303
761,0.761,0.353263,-1.088073,0.35418,-0.749155,21.224973181588613,5.932310204639727,484.2481438024007,-21.146898382956387,-4.024809374330498,399.9082947357414
762,0.762,0.35285,-1.08865,0.353757,-0.748751,21.229816419311586,5.950170157593406,484.5271690211732,-21.084571121887944,-4.0777071891078664,399.9392031034129
763,0.763,0.352819,-1.087695,0.353608,-0.751118,21.236250561397387,5.968451754227956,484.80403560186727,-21.02524905405035,-4.130576683078254,399.9724396521223
764,0.764,0.353707,-1.087966,0.353902,-0.751425,21.241500726806972,5.987695797022096,485.0787913311517,-20.964109338307097,-4.183217460851225,400.00800482668126
765,0.765,0.352884,-1.087897,0.354205,-0.749313,21.24711576738875,6.0052756850789635,485.3514844074366,-20.90080133207106,-4.236032171019754,400.0458971138684
766,0.766,0.352402,-1.087666,0.354436,-0.74999,21.252900280239892,6.023246421598291,485.6221634060069,-20.840541577086146,-4.289070536186768,400.0861130669737
767,0.767,0.352863,-1.088216,0.35414,-0.74935,21.25789362032754,6.04221262184869,485.8908772445152,-20.77923278482733,-4.3427563827849385,400.1286473327819
768,0.768,0.352518,-1.088242,0.354055,-0.749756,21.263382913359006,6.060427521609222,486.1576751488372,-20.719246821547518,-4.396320670660308,400.1734926809197
769,0.769,0.352357,-1.088522,0.354792,-0.750416,21.26857206889008,6.078882986048309,486.4226066192912,-20.659800693000022,-4.449121522390395,400.2206400354885
770,0.77,0.352418,-1.08833,0.354829,-0.749983,21.27416879366044,6.097618519007105,486.6857213972225,-20.59955652886584,-4.502650252307768,400.2700785089002
771,0.771,0.352426,-1.088348,0.354406,-0.750652,21.27947260514503,6.1163602726537745,486.94706943195416,-20.540718566914883,-4.556636395200227,400.3217954378309
772,0.772,0.352371,-1.088167,0.354507,-0.749671,21.284873845310162,6.135099057474584,487.2067008481031,-20.480544136930778,-4.610065734659176,400.3757764212068
773,0.773,0.352508,-1.088295,0.35475,-0.749754,21.28984569456257,6.1540903525673345,487.4646659132616,-20.42175664442848,-4.663290331048206,400.4320053601337
774,0.774,0.352284,-1.088423,0.35543,-0.750266,21.294678185879818,6.172781316202366,487.7210150060432,-20.36373055419446,-4.715985549064579,400.4904644996778
775,0.775,0.352182,-1.088584,0.354063,-0.750425,21.29931921910975,6.191654796616194,487.9757985844904,-20.30569337367894,-4.770606084866771,400.5511344724037
776,0.776,0.352504,-1.087986,0.355037,-0.750672,21.304541575426686,6.211012343002863,488.2290671548448,-20.24809563626971,-4.8227349927418715,400.61399434357673
777,0.777,0.35301,-1.087053,0.354144,-0.748726,21.309901931931893,6.230613216668417,488.4808712406743,-20.18866588447714,-4.8765517112871,400.6790216579319
778,0.778,0.352639,-1.087653,0.355021,-0.75028,21.31351287638601,6.249395402314394,488.7312613523587,-20.133106653059546,-4.928391089080272,400.7461924879119
779,0.779,0.35252,-1.08727,0.354565,-0.750442,21.31787092206088,6.2684866194169935,488.9802879569282,-20.076535452117923,-4.981328409814513,400.8154814832755
780,0.78,0.352128,-1.087665,0.355375,-0.750603,21.32119552269868,6.287360333669399,489.228001448254,-20.020352750188653,-5.032737416873109,400.8868619219784
781,0.781,0.352308,-1.087202,0.355793,-0.749224,21.32510308756579,6.306859768455682,489.4744521175846,-19.963028957362198,-5.084249337320918,400.9603057622245
782,0.782,0.352365,-1.087849,0.354373,-0.750497,21.327605996589405,6.326287916325663,489.719690124426,-19.908765408455544,-5.137283905289403,401.035783695589
783,0.783,0.352066,-1.087922,0.355301,-0.752398,21.330368615564552,6.345409550440998,489.9637654677573,-19.85554734626552,-5.1876293847330155,401.1132652011112
784,0.784,0.352025,-1.087929,0.354409,-0.748796,21.3328633114192,6.364836235963603,490.20672795757537,-19.797252904929653,-5.2394285915353755,401.1927186002568
785,0.785,0.352491,-1.087505,0.354986,-0.750916,21.33543546752477,6.384814341358362,490.44862718676217,-19.7451160934212,-5.289367914944517,401.27411111264473
786,0.786,0.351736,-1.087947,0.355418,-0.75001,21.33676849903932,6.40361304958304,490.6895125032624,-19.690397779204133,-5.339037338317249,401.3574089124385
787,0.787,0.351499,-1.088419,0.354957,-0.749929,21.337678868270224,6.422968369139323,490.92943298256375,-19.63695767207407,-5.389161459153491,401.4425771852918
788,0.788,0.351558,-1.089029,0.354847,-0.750271,21.338039100043503,6.4426551449601,491.16843740046806,-19.58440230821005,-5.43847350840203,401.52958018574856
789,0.789,0.351685,-1.089246,0.354441,-0.749857,21.338360797066052,6.462442069109293,491.4065742061418,-19.531561034462015,-5.487598369019825,401.6183812949883
790,0.79,0.351576,-1.089224,0.355157,-0.749675,21.33847065526742,6.482021691271776,491.64389149543496,-19.479429992898105,-5.535096593767455,401.7089430788138
791,0.791,0.35192,-1.088225,0.35469,-0.750086,21.339087479106837,6.502079429012317,491.8804369844576,-19.42837810563525,-5.58325242222392,401.801227345776
792,0.792,0.35187,-1.087976,0.35481,-0.74952,21.338465196831052,6.521764577783934,492.1162579834016,-19.37684305997609,-5.63027579700451,401.8951952053319
793,0.793,0.352113,-1.087733,0.354734,-0.750816,21.33732887566799,6.54176032066765,492.351401370599,-19.327671293874282,-5.676930379166152,401.9908071259333
794,0.794,0.351576,-1.088851,0.354631,-0.749961,21.3343047369411,6.5609897378271596,492.5859135668077,-19.276856981749717,-5.723028562785413,402.0880229929463
795,0.795,0.351783,-1.088001,0.355197,-0.751441,21.332703171089065,6.580972815663378,492.8198405097141,-19.228893020674324,-5.7678564886952675,402.1868021662981
796,0.796,0.351927,-1.088682,0.355256,-0.749913,21.32900675257554,6.600898455655297,493.0532276286434,-19.178443016948247,-5.812573057367641,402.2871035377552
797,0.797,0.351741,-1.088107,0.35529,-0.751145,21.3259842546738,6.620495482874966,493.2861198194697,-19.131281273085406,-5.856679940929574,402.3888855877343
798,0.798,0.351883,-1.08766,0.355147,-0.749891,21.32223366411073,6.640417654165725,493.5185614197132,-19.082167775226452,-5.900313594301721,402.4921064415503
799,0.799,0.351867,-1.087936,0.354865,-0.750534,21.317142195554972,6.6601746659742815,493.75059618381897,-19.03549118099624,-5.943421265448727,402.59672392500727
800,0.8,0.35158,-1.088091,0.355653,-0.750013,21.31153630593356,6.679649161828562,493.9822672586066,-18.98819580782184,-5.984780004732008,402.7026956192416
801,0.801,0.352168,-1.088323,0.354966,-0.750305,21.305200708561568,6.699982739454804,494.2136171588836,-18.94226362172638,-6.026921673356355,402.8099789147256
802,0.802,0.351562,-1.087855,0.354897,-0.750769,21.298895387069052,6.719101957528876,494.4446877432137,-18.89705822661248,-6.067740950902648,402.91853106434377
803,0.803,0.351532,-1.088739,0.355361,-0.751604,21.2905516091096,6.738772342058321,494.675520189834,-18.852782854048648,-6.107311341939851,403.0283092354578
804,0.804,0.351464,-1.089146,0.354459,-0.750485,21.281981939834612,6.758375392393062,494.90615497271375,-18.80711635357038,-6.147521181710229,403.1392705608744
805,0.805,0.351632,-1.089353,0.355344,-0.750266,21.272893255117584,6.778180586863833,495.1366318377473,-18.762916183507016,-6.185207640882558,403.2513721886368
806,0.806,0.351713,-1.088357,0.354666,-0.748598,21.264272754512138,6.797860388048654,495.3669897790776,-18.71783640234411,-6.223711729368968,403.36457133056473
807,0.807,0.351414,-1.088822,0.355349,-0.750723,21.25344097392784,6.817117247668846,495.5972670155468,-18.677121660630053,-6.260101299201943,403.4788253094637
808,0.808,0.35193,-1.08866,0.355025,-0.749601,21.242470798007606,6.837141611117531,495.8275009672708,-18.633734193434766,-6.296737046468849,403.5940916049368
809,0.809,0.351638,-1.088431,0.354161,-0.749136,21.230787472190755,6.856305921625054,496.0577282323397,-18.591579813366945,-6.333145512302256,403.71032789772886
810,0.81,0.351596,-1.088581,0.355445,-0.750495,21.217930614446228,6.875663624067227,496.2879845636453,-18.55182690415554,-6.3666330829250875,403.8274921125415
811,0.811,0.351731,-1.08866,0.354768,-0.751,21.20433622666089,6.895137168423574,496.5183048458393,-18.511798414800012,-6.401303988750424,403.9455424592596
812,0.812,0.351719,-1.087569,0.355348,-0.751191,21.19108970566824,6.914398012893735,496.74872307242856,-18.47203485429308,-6.4339363025367975,404.0644374725379
813,0.813,0.352282,-1.08724,0.354113,-0.74828,21.176245853903584,6.934163626680889,496.9792723230142,-18.429748286918873,-6.467598936600873,404.18413604969714
814,0.814,0.351988,-1.087114,0.355394,-0.751993,21.160350889671843,6.95299749245168,497.2099847406818,-18.394664328128474,-6.497958639090788,404.3045974868878
815,0.815,0.352196,-1.08717,0.354977,-0.749783,21.143413457015303,6.972254108482601,497.440891509553,-18.354235140994156,-6.529227989324876,404.4257815134813
816,0.816,0.351985,-1.087811,0.354836,-0.749842,21.125018635168704,6.991007990503245,497.6720228325075,-18.31665143324226,-6.5594323922020195,404.5476483246543
817,0.817,0.351503,-1.088267,0.35481,-0.749643,21.10592494759026,7.0094026732472,497.9034079090848,-18.27938445486408,-6.588733071691478,404.6701586121372
818,0.818,0.351486,-1.088468,0.354499,-0.75029,21.086191370557792,7.028169711721776,498.1350749135759,-18.24353599630271,-6.6175310634114055,404.7932735931015
819,0.819,0.351655,-1.089239,0.355325,-0.749089,21.06498234131996,7.047025682208184,498.3670509733115,-18.206409387213057,-6.644406206306586,404.9169550371657
820,0.82,0.351895,-1.088886,0.354441,-0.749284,21.04398176579335,7.065851183004181,498.59936214716095,-18.171245495791077,-6.672208133437042,405.04116529150673
821,0.821,0.351548,-1.089211,0.355108,-0.750217,21.021378025796782,7.083983834921742,498.832033404252,-18.137382728667554,-6.6976792618902845,405.165867304066
822,0.822,0.351993,-1.088153,0.35484,-0.749716,20.99922298581461,7.1027982815528645,499.06508860292735,-18.10264503136078,-6.7233097818310545,405.29102464484674
823,0.823,0.352016,-1.088189,0.354649,-0.750053,20.975030999281568,7.121076189317156,499.2985504699533,-18.069299889281943,-6.748092644703538,405.41660152530267
824,0.824,0.351882,-1.087948,0.354279,-0.750947,20.95016491438204,7.139078247305452,499.5324405800002,-18.037061329286324,-6.772289550602135,405.5425628158242
825,0.825,0.35148,-1.088775,0.354311,-0.748966,20.92327207935758,7.15668916693415,499.766779335415,-18.002491921762946,-6.795325934828067,405.6688740613321
826,0.826,0.351875,-1.08839,0.354685,-0.749258,20.89662534731691,7.1749696814253525,500.0015859463099,-17.97073378325479,-6.817268953650275,405.7955014949948
827,0.827,0.351768,-1.088326,0.354859,-0.74947,20.86868508054349,7.192616545128103,500.23687841099206,-17.939427579601208,-6.838668469290312,405.92241205009
828,0.828,0.352131,-1.087783,0.355011,-0.749524,20.840245154296213,7.210597532696069,500.4726734967636,-17.908488529593683,-6.8593550341522205,406.0495733700339
829,0.829,0.352216,-1.088463,0.35449,-0.75044,20.80959796009957,7.228160438137187,500.7089867211207,-17.878929409135484,-6.879988874319731,406.176953816608
830,0.83,0.352216,-1.088074,0.35487,-0.750672,20.77903040852003,7.24549407375081,500.9458323333868,-17.84919655589554,-6.899005872344492,406.3045224764174
831,0.831,0.352205,-1.087429,0.354528,-0.750801,20.74772493142624,7.262668268968186,501.1832232968137,-17.819862874446308,-6.918039549350334,406.4322491656191
832,0.832,0.352129,-1.087536,0.354702,-0.750824,20.71466948373122,7.279624869112063,501.4211712711869,-17.7909168418752,-6.9358630464798345,406.560104432962
833,0.833,0.351872,-1.088001,0.354002,-0.749595,20.68025454461547,7.2962437340911706,501.65968659597314,-17.761203513858554,-6.9538781057106,406.6880595611845
834,0.834,0.351749,-1.088299,0.354548,-0.749701,20.64500211823059,7.312835737044889,501.8987782740477,-17.73330053118699,-6.969977050069936,406.81608656681817
835,0.835,0.351742,-1.088362,0.35353,-0.748442,20.60897773388378,7.329378762952807,502.1384539560418,-17.704498126730453,-6.986982763277602,406.9441581984476
836,0.836,0.351809,-1.088579,0.354607,-0.749419,20.571790445703982,7.345826707223066,502.37871992534855,-17.678387132830974,-7.001249668847564,407.0722479334805
837,0.837,0.352214,-1.088555,0.354041,-0.74848,20.53383383179119,7.362439474272667,502.619581083832,-17.65080498911078,-7.016529708680553,407.20032997348335
838,0.838,0.352195,-1.08837,0.354142,-0.74967,20.495026992851052,7.37845097611231,502.86104093828,-17.625785750683054,-7.030527321180195,407.32837923813736
839,0.839,0.352302,-1.089218,0.354195,-0.748928,20.45417555031768,7.394407130947782,503.1031015876483,-17.599257096752297,-7.0439724189260815,407.4563713578784
840,0.84,0.351872,-1.088481,0.35289,-0.750409,20.413897643968106,7.409640861809486,503.3457637111401,-17.575362339590885,-7.058190365937653,407.5842826652791
841,0.841,0.352121,-1.088897,0.353902,-0.75087,20.371455929032933,7.425364095221193,503.5890265571711,-17.550846433878018,-7.069521954563175,407.7120901852376
842,0.842,0.351752,-1.088887,0.352999,-0.749386,20.32843057280771,7.440275759918513,503.8328879332692,-17.524771986386938,-7.082215382028387,407.8397716240374
843,0.843,0.352644,-1.088498,0.354004,-0.750911,20.284776250770843,7.456250785626876,504.07734419695896,-17.502080266005986,-7.092464226679846,407.96730535734326
844,0.844,0.352799,-1.087141,0.353331,-0.748596,20.2410841422138,7.471287101907888,504.3223902476854,-17.475909214079035,-7.103871423958304,408.0946704171993
845,0.845,0.352463,-1.08869,0.353158,-0.748431,20.19348292539045,7.4856266370819995,504.5680195198274,-17.4522354550505,-7.114276242137785,408.22184647809695
846,0.846,0.352246,-1.088231,0.353696,-0.748166,20.146889772192967,7.499875317234368,504.814223976856,-17.42879530740036,-7.123485257866108,408.34881384217886
847,0.847,0.352156,-1.088176,0.352908,-0.749708,20.09889634236255,7.5140370653097035,505.0609941066895,-17.407481794854434,-7.133553331542497,408.4755534236484
848,0.848,0.352297,-1.088102,0.353626,-0.750628,20.0499297772443,7.528211800300978,505.30831891829513,-17.385851657855138,-7.141666582567618,408.6020467324517
849,0.849,0.352626,-1.087738,0.353111,-0.74918,20.000265693096367,7.542352436535846,505.5561859395877,-17.362144365277967,-7.150582364501054,408.7282758573017
850,0.85,0.352048,-1.088482,0.353603,-0.74981,19.948511173964437,7.555359883063737,505.8045812166726,-17.340791126378882,-7.158079240160721,408.8542234481139
851,0.851,0.352477,-1.087221,0.353747,-0.75015,19.897784764133245,7.569144043145662,506.0534893144797,-17.319408902957644,-7.165530956698187,408.9798726979226
852,0.852,0.352438,-1.088066,0.353369,-0.750311,19.84398146016752,7.582225813847982,506.302893318829,-17.29809342172205,-7.173130420683222,409.1052073243468
853,0.853,0.352372,-1.088215,0.35304,-0.749418,19.78990970255505,7.595042085740685,506.5527748399721,-17.275954186838014,-7.180325673230168,409.2302115506719
854,0.854,0.352346,-1.088574,0.353231,-0.748929,19.7346703669654,7.607655742700046,506.8031140176437,-17.254433492650307,-7.186664865197976,409.3548700866156
855,0.855,0.352741,-1.088286,0.352929,-0.749722,19.67912775513779,7.620443661814981,507.0538895276604,-17.23439343655897,-7.193180232494891,409.47916810883976
856,0.856,0.352098,-1.089151,0.353242,-0.749156,19.621489585412384,7.631942713395755,507.30507859009526,-17.213176932036507,-7.198783071518043,409.6030912412727
857,0.857,0.352443,-1.088424,0.353707,-0.747852,19.56450898291902,7.644174761083132,507.55665697905965,-17.191388721771105,-7.203955714757366,409.7266255353031
858,0.858,0.352874,-1.088305,0.35321,-0.748398,19.505994469438157,7.656233662055596,507.8085990341135,-17.17160039092153,-7.209831506592488,409.8497574499056
859,0.859,0.352798,-1.088428,0.353242,-0.74893,19.446320952948835,7.667522267331985,508.0608776733292,-17.151931380469208,-7.214938779310411,409.9724738317552
860,0.86,0.352995,-1.087066,0.353414,-0.748721,19.38722471687897,7.678816422166756,508.31346440802525,-17.131638000653354,-7.219685829370918,410.0947618953908
861,0.861,0.353153,-1.086757,0.353488,-0.74969,19.326177409073757,7.689799966535201,508.5663293591885,-17.112622444474805,-7.224329893945715,410.2166092034825
862,0.862,0.352648,-1.08759,0.353189,-0.748635,19.263100030498585,7.699844735706121,508.8194412755955,-17.091665801254365,-7.229165127756449,410.3380036472597
863,0.863,0.35268,-1.088169,0.353957,-0.749615,19.199398923693444,7.710146560899708,509.07276755364177,-17.072810070231508,-7.232770580235766,410.458933427154
864,0.864,0.353045,-1.087898,0.353076,-0.748412,19.13568076099631,7.720497270028571,509.3262742588821,-17.05182017418933,-7.237881173034725,410.5793870337098
865,0.865,0.352983,-1.087546,0.354123,-0.750094,19.071187532553697,7.730132688519836,509.5799261492824,-17.033746973091922,-7.240938677898953,410.6993532288161
866,0.866,0.353562,-1.086781,0.35351,-0.748102,19.00626253413687,7.740116640216166,509.8336867001761,-17.012014277720514,-7.245549694935243,410.8188210273095
867,0.867,0.3534,-1.087384,0.353838,-0.748348,18.93913635478239,7.749062948353336,510.0875181309156,-16.99251686329496,-7.2491316312894405,410.9377796789981
868,0.868,0.353366,-1.087942,0.354128,-0.748027,18.87123386427607,7.757836436611858,510.34138143320376,-16.97243248306727,-7.252681680255761,411.0562186511551
869,0.869,0.352959,-1.087867,0.353278,-0.748249,18.80315520049941,7.765931930240151,510.5952364010871,-16.95285388187426,-7.257319800836937,411.1741276115289
870,0.87,0.353461,-1.087772,0.354036,-0.749173,18.73429975665802,7.77462725724685,510.8490416625879,-16.93392280963632,-7.260315697773857,411.2914964119153
871,0.871,0.35313,-1.088361,0.353344,-0.749808,18.663976168411505,7.782176249660101,511.1027547129468,-16.914631034789643,-7.264744802062686,411.4083150723355
872,0.872,0.352956,-1.088623,0.354146,-0.748786,18.593208300924502,7.789564744851772,511.3563319494466,-16.893593357639354,-7.26768025197677,411.5245737658619
873,0.873,0.353541,-1.087759,0.353884,-0.748086,18.522808235858104,7.79739058692475,511.60972870778096,-16.872771623621663,-7.271696874610042,411.6402628041342
874,0.874,0.354084,-1.088065,0.353758,-0.748364,18.450493258320723,7.804848628161654,511.8628992999341,-16.852804736463355,-7.275611167958222,411.7553726236029
875,0.875,0.354072,-1.087141,0.353877,-0.748174,18.37867684379692,7.811421730533664,512.1157970535281,-16.832229671227676,-7.279330283553722,411.86989377253855
876,0.876,0.353718,-1.087686,0.353278,-0.748626,18.304673645072647,7.8173187672685085,512.3683743525988,-16.812139487235687,-7.283833009669888,411.9838168988408
877,0.877,0.353976,-1.087219,0.35427,-0.749362,18.23097847917527,7.823489624477054,512.620582679753,-16.792159340852468,-7.2868257551099616,412.09713273868016
878,0.878,0.353929,-1.088016,0.353895,-0.748368,18.155329314346478,7.8290132028382935,512.8723726596614,-16.770258498127486,-7.291281533595741,412.2098321060046
879,0.879,0.354361,-1.087879,0.354256,-0.748832,18.079938257066523,7.834669419342842,513.1236941038364,-16.749608347278556,-7.295111948770673,412.32190588293815
880,0.88,0.354443,-1.086517,0.354579,-0.750804,18.00511053914767,7.839625209095375,513.374496056643,-16.730242411008884,-7.299105179831729,412.4333450110996
881,0.881,0.354702,-1.086699,0.353893,-0.749459,17.928091504914484,7.844403527176713,513.6247268424896,-16.70731935864678,-7.304245967804004,412.5441404838646
882,0.882,0.354407,-1.086846,0.353921,-0.749225,17.85047459848856,7.848269350566625,513.874334114143,-16.68525101809757,-7.308824602471581,412.6542833395935
883,0.883,0.354655,-1.085773,0.354527,-0.749083,17.773459351194543,7.852315680128685,514.1232649021103,-16.66300238759745,-7.312989909977676,412.7637646558421
884,0.884,0.354944,-1.08632,0.353762,-0.748566,17.69422036910398,7.856036542658714,514.3714656650287,-16.64009064725916,-7.318703241106656,412.8725755445733
885,0.885,0.354702,-1.086582,0.35461,-0.746962,17.6146773207328,7.858855992998263,514.6188823410037,-16.6157881703996,-7.322992460259969,412.9807071483802
886,0.886,0.354764,-1.087339,0.354285,-0.749271,17.53406492490745,7.8616051162144185,514.8654603998307,-16.59507953463997,-7.328654935137445,413.08815063773
887,0.887,0.354863,-1.087202,0.354671,-0.748966,17.45378693881411,7.8640130298469035,515.1111448960372,-16.5714225327693,-7.3338175271345,413.194897209234
888,0.888,0.35453,-1.087702,0.354872,-0.749025,17.372327146244192,7.8656068862232065,515.3558805226781,-16.547780183362626,-7.33938658246497,413.30093808494775
889,0.889,0.355358,-1.087648,0.353538,-0.747555,17.290891346048845,7.867975874842199,515.599611665818,-16.522244741145546,-7.346721924018236,413.4062645127011
890,0.89,0.355658,-1.086487,0.354541,-0.748266,17.2100473408139,7.869427224826639,515.8422824596319,-16.498511707096945,-7.351960843958302,413.51086776745626
891,0.891,0.355902,-1.086702,0.354421,-0.748623,17.127326925766184,7.870429207444797,516.0838368420592,-16.474031838282027,-7.358572097071445,413.6147391536867
892,0.892,0.356002,-1.086445,0.355055,-0.748903,17.044592877921424,7.870890138701367,516.3242186109413,-16.44906815740815,-7.36468689486788,413.7178700087696
893,0.893,0.356086,-1.086797,0.354125,-0.748397,16.960778945483597,7.870934381997613,516.5633714805771,-16.422897962095956,-7.372630900441811,413.82025170737927
894,0.894,0.356221,-1.085957,0.355652,-0.750217,16.877700837505238,7.8706253508603465,516.8012391386286,-16.398619833858664,-7.378390224092922,413.9218756668655
895,0.895,0.355914,-1.087328,0.354986,-0.748538,16.791970213817972,7.869466511738908,517.0377653033106,-16.370395646782466,-7.3866214197112345,414.02273335360087
896,0.896,0.356032,-1.086686,0.354894,-0.748321,16.707825675241917,7.868321386868739,517.272893780795,-16.34317357590111,-7.39456348192599,414.1228162902755
897,0.897,0.356379,-1.086309,0.355432,-0.749402,16.623003754082397,7.866990557199573,517.5065685227639,-16.316777105257984,-7.402165844017963,414.2221160641144
898,0.898,0.356337,-1.08589,0.354669,-0.749102,16.53782590492167,7.864852665385743,517.7387336840429,-16.288515035649123,-7.411364376593363,414.32062433598935
899,0.899,0.35642,-1.086044,0.355725,-0.748182,16.45169149571312,7.862418418835608,517.9693336802461,-16.259136492040852,-7.41904338701607,414.4183328503979
900,0.9,0.356272,-1.085475,0.354992,-0.75017,16.36591079918483,7.859328592816676,518.1983132453656,-16.23215793065597,-7.428814619593585,414.5152334462717
901,0.901,0.355856,-1.087332,0.356375,-0.750633,16.277348984559055,7.855543033612459,518.4256174892377,-16.20313514572291,-7.436776256510479,414.6113180685815
902,0.902,0.356529,-1.086637,0.356117,-0.748938,16.190998109593597,7.852415661726527,518.6511919548157,-16.171424275882696,-7.4466879195015485,414.70657878070057
903,0.903,0.356542,-1.08697,0.355815,-0.750575,16.10329211295048,7.848194475128605,518.8749826751832,-16.14250481024915,-7.456954672255327,414.80100777748265
904,0.904,0.356535,-1.086759,0.35607,-0.748157,16.015816806896456,7.843516552536925,519.0969362302372,-16.1089795941183,-7.4669770235370745,414.8945973990141
905,0.905,0.356859,-1.086032,0.355765,-0.74884,15.928557870339002,7.838730056730466,519.3169998029749,-16.077994834323704,-7.477872931018858,414.98734014499166
906,0.906,0.356777,-1.086186,0.356939,-0.748728,15.840131842200742,7.833095237884373,519.5351212353174,-16.04564510423476,-7.487603805802882,415.0792286896768
907,0.907,0.357107,-1.085478,0.356077,-0.747142,15.752295115134322,7.827427436921527,519.751249083405,-16.011242348395886,-7.499684517622826,415.17025589737744
908,0.908,0.357293,-1.085576,0.356889,-0.748446,15.663392929579498,7.8211680888731845,519.9653326722989,-15.979141886804902,-7.510404400706674,415.2604148384035
909,0.909,0.357337,-1.086391,0.356725,-0.748588,15.573527368163964,7.81431672624155,520.1773221500257,-15.945283418829362,-7.522412260283348,415.3496988054432
910,0.91,0.357159,-1.08639,0.357449,-0.750689,15.484244350449485,7.8067909823569455,520.3871685409022,-15.912780026760155,-7.533842379714363,415.4381013303081
911,0.911,0.357102,-1.085526,0.356975,-0.749754,15.395603628024878,7.798931594722074,520.5948237980775,-15.876629179001883,-7.546778528230633,415.5256162009931
912,0.912,0.357595,-1.086341,0.35752,-0.749552,15.305075779947405,7.7911654083356785,520.800240855232,-15.840592732900081,-7.559000969253501,415.6122374789997
913,0.913,0.357676,-1.086158,0.357492,-0.749861,15.215350208533907,7.782528378987712,521.0033736773707,-15.804441937205887,-7.572098469278157,415.6979595168695
914,0.914,0.357511,-1.08612,0.358091,-0.750121,15.125296135502849,7.7731845765180125,521.2041773106522,-15.767610434179147,-7.584867307296838,415.78277697587737
915,0.915,0.357687,-1.085567,0.357961,-0.749154,15.03558559846815,7.763719188030298,521.4026079311907,-15.728914261331731,-7.59865928473851,415.8666848438322
916,0.916,0.357471,-1.085865,0.358013,-0.750114,14.944864447785426,7.753397521052967,521.5986228927734,-15.6915018528132,-7.612558735901319,415.94967845293615
917,0.917,0.357483,-1.085823,0.358516,-0.750244,14.85433534375081,7.742838006637795,521.7921807734314,-15.652611040441807,-7.626291538853698,416.03175349765286
918,0.918,0.357224,-1.086493,0.358727,-0.74979,14.762957754152147,7.731540202387119,521.9832414208049,-15.612483054384136,-7.640595126779724,416.1129060525368
919,0.919,0.357825,-1.08664,0.358735,-0.749743,14.671977952171563,7.720633795399636,522.171765996244,-15.572104523487527,-7.655374499744188,416.1931325899775
